Ticker,Company_Name,Stock_Index
JUSC.L,JPMorgan US Smaller Companies IT,FTSE_Small_Cap
BGUK.L,Baillie Gifford UK Growth Fund,FTSE_Small_Cap
OTB.L,On The Beach Group,FTSE_Small_Cap
AMRQ.L,Amaroq Minerals Ltd,FTSE_AIM
AEP.L,Anglo-Eastern Plantations,FTSE_Small_Cap
IBT.L,International Biotechnology Trust,FTSE_Small_Cap
ASLI.L,Abrdn European Logistics Income,FTSE_Small_Cap
CCJI.L,CC Japan Income & Growth Trust,FTSE_Small_Cap
RWA.L,Robert Walters,FTSE_Small_Cap
MNP.L,Martin Currie Global Portfolio Trust,FTSE_Small_Cap
LUCE.L,Luceco,FTSE_Small_Cap
SFOR.L,S4 Capital,FTSE_ALL
SFR.L,Severfield,FTSE_Small_Cap
BGLP.L,Blackstone Loan Financing Ltd,FTSE_ALL
BSV.L,British Smaller Companies VCT,FTSE_ALL
VP.L,Vp,FTSE_Small_Cap
APH.L,Alliance Pharma,FTSE_AIM
API.L,Abrdn Property Income Trust Ltd,FTSE_Small_Cap
FARN.L,Faron Pharmaceuticals OY,FTSE_AIM
VID.L,Videndum,FTSE_Small_Cap
CMCL.L,Caledonia Mining Corp,FTSE_AIM
SAA.L,M&C Saatchi,FTSE_AIM
SHI.L,SIG,FTSE_Small_Cap
ASY.L,Andrews Sykes Group,FTSE_AIM
SMIF.L,TwentyFour Select Monthly Income Fund Ltd,FTSE_Small_Cap
OIT.L,Odyssean Investment Trust,FTSE_Small_Cap
FNX.L,Fonix,FTSE_AIM
IAT.L,Invesco Asia Trust,FTSE_Small_Cap
SVML.L,Sovereign Metals Ltd,FTSE_AIM
BMD.L,Baronsmead Second Venture Trust,FTSE_ALL
RSE.L,Riverstone Energy Ltd,FTSE_Small_Cap
RGL.L,Regional REIT Ltd,FTSE_Small_Cap
GENL.L,Genel Energy,FTSE_ALL
EGL.L,Ecofin Global Utilities And Infrastructure Trust,FTSE_Small_Cap
NXR.L,Norcros,FTSE_Small_Cap
DIVI.L,Diverse Income Trust,FTSE_Small_Cap
EQLS.L,Equals Group,FTSE_AIM
SCP.L,Schroder UK Mid Cap Fund,FTSE_Small_Cap
SAG.L,Science Group,FTSE_AIM
AERS.L,Aquila European Renewables,FTSE_ALL
SEE.L,Seeing Machines Ltd,FTSE_AIM
PEMB.L,Pembroke VCT B,FTSE_ALL
BVXP.L,Bioventix,FTSE_AIM
GABI.L,GCP Asset Backed Income Fund Ltd,FTSE_Small_Cap
ACSO.L,Accesso Technology Group,FTSE_AIM
ENQ.L,EnQuest,FTSE_Small_Cap
RCN.L,Redcentric,FTSE_AIM
JCGI.L,JPMorgan China Growth & Income,FTSE_Small_Cap
SUS.L,S & U,FTSE_Small_Cap
BVT.L,Baronsmead Venture Trust,FTSE_ALL
AGY.L,Allergy Therapeutics,FTSE_AIM
FTV.L,Foresight VCT,FTSE_ALL
IGV.L,Income and Growth VCT,FTSE_ALL
THS.L,Tharisa,FTSE_ALL
VTU.L,Vertu Motors,FTSE_AIM
OIG.L,Oryx International Growth Fund Ltd,FTSE_Small_Cap
SCF.L,Schroder Income Growth Fund,FTSE_Small_Cap
AJOT.L,AVI Japan Opportunity Trust,FTSE_Small_Cap
BPM.L,BP Marsh & Partners,FTSE_AIM
MCB.L,McBride,FTSE_Small_Cap
BRCK.L,Brickability Group,FTSE_AIM
SRAD.L,Stelrad Group,FTSE_ALL
FJV.L,Fidelity Japan Trust,FTSE_Small_Cap
PANR.L,Pantheon Resources,FTSE_AIM
ZTF.L,Zotefoams,FTSE_Small_Cap
APTD.L,Aptitude Software Group,FTSE_Small_Cap
FOXT.L,Foxtons Group,FTSE_Small_Cap
ARR.L,Aurora Investment Trust,FTSE_Small_Cap
TMO.L,Time Out Group,FTSE_AIM
IQE.L,IQE,FTSE_AIM
BKS.L,Beeks Financial Cloud Group,FTSE_AIM
AVCT.L,Avacta Group,FTSE_AIM
KEYS.L,Keystone Law Group,FTSE_AIM
DLAR.L,De La Rue,FTSE_Small_Cap
SWEF.L,Starwood European Real Estate Finance Ltd,FTSE_Small_Cap
SUP.L,Supreme,FTSE_AIM
CLIG.L,City of London Investment Group,FTSE_Small_Cap
ECEL.L,Eurocell,FTSE_Small_Cap
SAGA.L,Saga,FTSE_Small_Cap
HVO.L,Hvivo,FTSE_AIM
GTLY.L,Gateley (Holdings),FTSE_AIM
4BB.L,4basebio,FTSE_AIM
MACF.L,Macfarlane Group,FTSE_Small_Cap
TSTL.L,Tristel,FTSE_AIM
JSGI.L,Jpmorgan Japan Small Cap Growth & Income,FTSE_Small_Cap
MTU.L,Montanaro UK Smaller Companies Inv Tr,FTSE_Small_Cap
HSP.L,Hargreaves Services,FTSE_AIM
FSJ.L,Fisher (James) & Sons,FTSE_Small_Cap
AUGM.L,Augmentum Fintech,FTSE_Small_Cap
ADVT.L,AdvancedAdvT Ltd,FTSE_AIM
CAPD.L,Capital Ltd,FTSE_Small_Cap
HSW.L,Hostelworld Group,FTSE_Small_Cap
GTE.L,Gran Tierra Energy Inc,FTSE_ALL
TRCS.L,Tracsis,FTSE_AIM
GMS.L,Gulf Marine Services,FTSE_Small_Cap
TTG.L,TT Electronics,FTSE_Small_Cap
ECOR.L,Ecora Resources,FTSE_ALL
SDY.L,Speedy Hire,FTSE_Small_Cap
CCP.L,Celtic,FTSE_AIM
PSDL.L,Phoenix Spree Deutschland Ltd,FTSE_Small_Cap
VTAS.L,Volta Finance Ltd,FTSE_ALL
MSI.L,MS International,FTSE_AIM
PGOO.L,ProVen Growth & Income VCT,FTSE_ALL
MMIT.L,Mobius Investment Trust,FTSE_Small_Cap
IGC.L,India Capital Growth Fund Ltd,FTSE_Small_Cap
PPHC.L,Public Policy Holding Company Inc,FTSE_AIM
JSE.L,Jadestone Energy Inc,FTSE_AIM
DGI9.L,Digital 9 Infrastructure,FTSE_Small_Cap
BASC.L,Brown Advisory US Smaller Companies,FTSE_Small_Cap
HAT.L,H&T Group,FTSE_AIM
SOM.L,Somero Enterprises Inc,FTSE_AIM
KETL.L,Strix Group,FTSE_AIM
SEC.L,Strategic Equity Capital,FTSE_Small_Cap
CNE.L,Capricorn Energy,FTSE_Small_Cap
STB.L,Secure Trust Bank,FTSE_Small_Cap
AEI.L,Abrdn Equity Income Trust,FTSE_Small_Cap
I3E.L,i3 Energy,FTSE_AIM
BSC.L,British Smaller Companies VCT 2,FTSE_ALL
CAL.L,Capital & Regional,FTSE_Small_Cap
BEG.L,Begbies Traynor Group,FTSE_AIM
FTF.L,Foresight Enterprise VCT,FTSE_ALL
VANQ.L,Vanquis Banking Group,FTSE_Small_Cap
DORE.L,Downing Renewables & Infrastructure Trust,FTSE_Small_Cap
PEEL.L,Peel Hunt Ltd,FTSE_AIM
AEWU.L,AEW UK REIT,FTSE_Small_Cap
ARBB.L,Arbuthnot Banking Group,FTSE_AIM
ROSE.L,Rosebank Industries,FTSE_AIM
JARA.L,JPMorgan Global Core Real Assets Ltd,FTSE_Small_Cap
LTI.L,Lindsell Train Investment Trust,FTSE_Small_Cap
PU13.L,Puma VCT 13,FTSE_ALL
FTC.L,Filtronic,FTSE_AIM
NET.L,Netcall,FTSE_AIM
BERI.L,BlackRock Energy and Resources Income Trust,FTSE_Small_Cap
TUNE.L,Focusrite,FTSE_AIM
EPWN.L,Epwin Group,FTSE_AIM
CVCG.L,CVC Income & Growth Ltd,FTSE_Small_Cap
ANCR.L,Animalcare Group,FTSE_AIM
AOTI.L,Aoti Inc,FTSE_AIM
SOLI.L,Solid State,FTSE_AIM
VCP.L,Victoria,FTSE_AIM
IPU.L,Invesco Perpetual UK Smaller Companies Investment Trust,FTSE_Small_Cap
BRSA.L,BlackRock Sustainable American Income Trust,FTSE_Small_Cap
MOTR.L,Motorpoint Group,FTSE_Small_Cap
MGCI.L,M&G Credit Income Investment Trust,FTSE_Small_Cap
EKF.L,EKF Diagnostics Holdings,FTSE_AIM
BGCG.L,Baillie Gifford China Growth Trust,FTSE_Small_Cap
HHV.L,Hargreave Hale AIM VCT 1,FTSE_ALL
LABS.L,Life Science Reit,FTSE_Small_Cap
EYE.L,Eagle Eye,FTSE_AIM
DUKE.L,Duke Capital Ltd,FTSE_AIM
AVG.L,Avingtrans,FTSE_AIM
SAAS.L,Microlise Group,FTSE_AIM
AATG.L,Albion Technology & General VCT,FTSE_ALL
KPC.L,Keystone Positive Change Investment Trust,FTSE_Small_Cap
SNWS.L,Smiths News,FTSE_Small_Cap
MERC.L,Mercia Asset Management,FTSE_AIM
JLP.L,Jubilee Metals Group,FTSE_AIM
CGS.L,Castings,FTSE_ALL
DEVO.L,Devolver Digital Inc,FTSE_AIM
GEM.L,Gemfields Group Ltd,FTSE_AIM
HUW.L,Helios Underwriting,FTSE_AIM
OPT.L,Optima Health,FTSE_AIM
BWNG.L,Brown (N) Group,FTSE_AIM
KP2.L,Kore Potash,FTSE_AIM
ADIG.L,abrdn Diversified Income & Growth,FTSE_Small_Cap
AADV.L,Albion Development VCT,FTSE_ALL
ATS.L,Artemis Alpha Trust,FTSE_Small_Cap
JZCP.L,JZ Capital Partners Ltd,FTSE_Small_Cap
MCT.L,Middlefield Canadian Income Trusts Investment Company PCC,FTSE_ALL
MAJE.L,Majedie Investments,FTSE_Small_Cap
AAEV.L,Albion Enterprise VCT,FTSE_ALL
SLP.L,Sylvania Platinum Ltd,FTSE_AIM
SPSC.L,Spectra Systems Corp,FTSE_AIM
SPSY.L,Spectra Systems Corp,FTSE_AIM
REC.L,Record,FTSE_Small_Cap
SSIT.L,Seraphim Space Investment Trust,FTSE_Small_Cap
SCLP.L,Scancell Holdings,FTSE_AIM
GRX.L,Greenx Metals Ltd,FTSE_ALL
CARR.L,Carr's Group,FTSE_Small_Cap
ECK.L,Eckoh,FTSE_AIM
AAZ.L,Anglo Asian Mining,FTSE_AIM
CAM.L,Camellia,FTSE_AIM
NTN.L,Northern 3 VCT,FTSE_ALL
SPR.L,Springfield Properties,FTSE_AIM
ULTP.L,Ultimate Products,FTSE_Small_Cap
IGR.L,IG Design Group,FTSE_AIM
NTV.L,Northern 2 VCT,FTSE_ALL
ELCO.L,Eleco,FTSE_AIM
AET.L,Afentra,FTSE_AIM
CYN.L,CQS Natural Resources Growth & Income,FTSE_Small_Cap
AXS.L,Accsys Technologies,FTSE_AIM
RIII.L,Rights and Issues Inv Trust,FTSE_Small_Cap
LIT.L,Litigation Capital Management Ltd,FTSE_AIM
ROOF.L,Atrato Onsite Energy,FTSE_Small_Cap
CNS.L,Corero Network Security,FTSE_AIM
AMAT.L,Amati AIM VCT,FTSE_ALL
WNWD.L,Windward Ltd,FTSE_AIM
MVCT.L,Molten Ventures VCT,FTSE_ALL
ALL.L,Atlantic Lithium Ltd,FTSE_AIM
HEIT.L,Harmony Energy Income Trust,FTSE_ALL
DXRX.L,Diaceutics,FTSE_AIM
CLBS.L,Celebrus Technologies,FTSE_AIM
VSL.L,VPC Specialty Lending Investments,FTSE_Small_Cap
WKOF.L,Weiss Korea Opportunity Fund Ltd,FTSE_AIM
KGH.L,Knights Group Holdings,FTSE_AIM
IGP.L,Intercede Group,FTSE_AIM
RESI.L,Residential Secure Income,FTSE_Small_Cap
ALU.L,Alumasc Group,FTSE_AIM
USFP.L,US Solar Fund,FTSE_ALL
KAY.L,Albion KAY VCT,FTSE_ALL
VNH.L,Vietnam Holding Ltd,FTSE_Small_Cap
GMR.L,Gaming Realms,FTSE_AIM
STVG.L,STV Group,FTSE_Small_Cap
GHH.L,Gooch & Housego,FTSE_AIM
HEAD.L,Headlam Group,FTSE_Small_Cap
KOO.L,Kooth,FTSE_AIM
RNO.L,Renold,FTSE_AIM
TRI.L,Trifast,FTSE_Small_Cap
THX.L,Thor Explorations Ltd,FTSE_AIM
CHI+CHIB.L,Ct UK High Income Trust,FTSE_Small_Cap
SRT.L,SRT Marine Systems,FTSE_AIM
MPAC.L,Mpac Group,FTSE_AIM
DPP.L,DP Poland,FTSE_AIM
FUM.L,Futura Medical,FTSE_AIM
PHAR.L,Pharos Energy,FTSE_Small_Cap
AVAP.L,Avation PLC,FTSE_ALL
IOM.L,Iomart Group,FTSE_AIM
SHRS.L,Shires Income,FTSE_Small_Cap
BRLA.L,BlackRock Latin American Investment Trust,FTSE_Small_Cap
CNC.L,Concurrent Technologies,FTSE_AIM
SERE.L,Schroder European Real Estate Investment Trust Ltd,FTSE_Small_Cap
CHH.L,Churchill China,FTSE_AIM
MTL.L,Metals Exploration,FTSE_AIM
KIST.L,Kistos Holdings,FTSE_AIM
CRWN.L,Albion Crown VCT,FTSE_ALL
TRB.L,Tribal Group,FTSE_AIM
BMS.L,Braemar,FTSE_ALL
PMI.L,Premier Miton Group,FTSE_AIM
BVC.L,BATM Advanced Communications Ltd,FTSE_ALL
AGVI.L,Aberforth Geared Value & Income Trust,FTSE_Small_Cap
MBH.L,Michelmersh Brick Holdings,FTSE_AIM
TPT.L,Topps Tiles,FTSE_Small_Cap
FDEV.L,Frontier Developments,FTSE_AIM
RKH.L,Rockhopper Exploration,FTSE_AIM
KOD.L,Kodal Minerals,FTSE_AIM
SAV.L,Savannah Resources,FTSE_AIM
PEBB.L,The Pebble Group,FTSE_AIM
MHN.L,Menhaden,FTSE_ALL
SFT.L,Software Circle,FTSE_AIM
CDGP.L,Chapel Down Group,FTSE_AIM
GOT.L,Global Opportunities Trust,FTSE_Small_Cap
HOT.L,Henderson Opportunities Trust,FTSE_Small_Cap
KWG.L,Kingswood Holdings Ltd,FTSE_AIM
AOM.L,ActiveOps,FTSE_AIM
BGO.L,Bango,FTSE_AIM
UTL.L,UIL Ltd,FTSE_ALL
AXL.L,Arrow Exploration Corp,FTSE_AIM
RKW.L,Rockwood Strategic,FTSE_ALL
XAR.L,Xaar,FTSE_Small_Cap
MAV4.L,Maven Income & Growth VCT4,FTSE_ALL
CREO.L,Creo Medical Group,FTSE_AIM
NWF.L,NWF Group,FTSE_AIM
ANX.L,Anexo Group,FTSE_AIM
SYS1.L,System1 Group,FTSE_AIM
AFC.L,AFC Energy,FTSE_AIM
AQX.L,Aquis Exchange,FTSE_AIM
PDL.L,Petra Diamonds Ltd,FTSE_Small_Cap
MCON.L,Mincon Group,FTSE_AIM
INOV.L,Schroders Capital Global Innovation Trust,FTSE_Small_Cap
CRS.L,Crystal Amber Fund Ltd,FTSE_AIM
NSI.L,New Star Investment Trust,FTSE_Fledgling
CASP.L,Caspian Sunrise,FTSE_AIM
VIP.L,Value & Indexed Property Income Trust,FTSE_Small_Cap
OSEC.L,Octopus AIM VCT 2,FTSE_ALL
PULS.L,Pulsar Group,FTSE_AIM
WYN.L,Wynnstay Group,FTSE_AIM
MIGO.L,Migo Opportunities Trust,FTSE_Fledgling
BKY.L,Berkeley Energia Ltd.L,FTSE_ALL
SHOE.L,Shoe Zone,FTSE_AIM
OMG.L,Oxford Metrics,FTSE_AIM
TV1.L,Thames Ventures Vct 1,FTSE_ALL
MUL.L,Mulberry Group,FTSE_AIM
LIV.L,Livermore Investments Group Ltd,FTSE_AIM
QTX.L,Quartix Holdings,FTSE_AIM
WATR.L,Water Intelligence,FTSE_AIM
TXP.L,Touchstone Exploration Inc,FTSE_AIM
ASAI.L,ASA International Group,FTSE_Fledgling
RBW.L,Rainbow Rare Earths Ltd,FTSE_ALL
PRE.L,Pensana Rare Earths,FTSE_ALL
ARTL.L,Alpha Real Trust Ltd,FTSE_ALL
CBOX.L,Cake Box Holdings,FTSE_AIM
SBSI.L,Schroder Bsc Social Impact Trust,FTSE_Fledgling
RMII.L,RM Infrastructure Income,FTSE_Small_Cap
DIA.L,Dialight,FTSE_Fledgling
WJG.L,Watkin Jones,FTSE_AIM
EJFI.L,EJF Investments Ltd,FTSE_ALL
SPA.L,1Spatial Holdings,FTSE_AIM
MIG5.L,Maven Income & Growth VCT 5,FTSE_ALL
GIFS.L,Gulf Investment Fund,FTSE_ALL
HSD.L,Hansard Global,FTSE_Fledgling
RM.L,RM,FTSE_Fledgling
GCL.L,Geiger Counter Ltd,FTSE_ALL
BEMO.L,Baring Emerging EMEA Opportunities,FTSE_Fledgling
RFX.L,Ramsdens Holdings,FTSE_AIM
DWHA.L,Dewhurst,FTSE_AIM
DWHT.L,Dewhurst,FTSE_AIM
TRU.L,TruFin,FTSE_AIM
ENW.L,Enwell Energy,FTSE_AIM
HE1.L,Helium One Global Ltd,FTSE_AIM
MRK.L,Marks Electrical Group,FTSE_AIM
MIG1.L,Maven Income & Growth VCT,FTSE_ALL
EUA.L,Eurasia Mining,FTSE_AIM
PFC.L,Petrofac Ltd,FTSE_Small_Cap
PCA.L,Palace Capital,FTSE_Small_Cap
AURA.L,Aura Energy Ltd,FTSE_AIM
ZPHR.L,Zephyr Energy,FTSE_AIM
MIG3.L,Maven Income & Growth VCT 3,FTSE_ALL
GR1T.L,Grit Real Estate Income Group Ltd,FTSE_ALL
SRB.L,Serabi Gold,FTSE_AIM
LORD.L,Lords Group Trading,FTSE_AIM
AEX.L,Aminex,FTSE_ALL
TOWN.L,Town Centre Securities,FTSE_Fledgling
BILN.L,Billington Holdings,FTSE_AIM
LDG.L,Logistics Development Group,FTSE_AIM
PGH.L,Personal Group Holdings,FTSE_AIM
VLG.L,Venture Life Group,FTSE_AIM
ALTN.L,Altyn,FTSE_ALL
RMMC.L,River And Mercantile UK Micro Cap Investment Co Ltd,FTSE_Fledgling
SIS.L,Science In Sport Ltd,FTSE_AIM
NXQ.L,Nexteq,FTSE_AIM
RLE.L,Real Estate Investors,FTSE_AIM
SPEC.L,Inspecs Group,FTSE_AIM
FLO.L,Flowtech Fluidpower,FTSE_AIM
ARB.L,Argo Blockchain,FTSE_ALL
ATM.L,Andrada Mining Ltd,FTSE_AIM
AIRE.L,Alternative Income REIT,FTSE_Fledgling
AAVC.L,Albion Venture Capital Trust,FTSE_ALL
SBO.L,Schroder British Opportunities Trust,FTSE_Fledgling
FOG.L,Falcon Oil & Gas Ltd,FTSE_AIM
ADF.L,Facilities By ADF,FTSE_AIM
TIME.L,Time Finance,FTSE_AIM
PNS.L,Panther Securities,FTSE_AIM
TENG.L,Ten Lifestyle Group,FTSE_AIM
FEN.L,Frenkel Topping Group,FTSE_AIM
DFCH.L,Distribution Finance Capital Holdings,FTSE_AIM
ANP.L,Anpario,FTSE_AIM
SDG.L,Sanderson Design Group,FTSE_AIM
AEET.L,Aquila Energy Efficiency Trust,FTSE_Fledgling
EMAN.L,Everyman Media Group,FTSE_AIM
CCT.L,Character Group,FTSE_AIM
AFRK.L,Afarak Group,FTSE_ALL
BSRT.L,Baker Steel Resources Trust Ltd,FTSE_ALL
PRD.L,Predator Oil & Gas Holdings,FTSE_ALL
MVI.L,Marwyn Value Investors Ltd,FTSE_ALL
SDI.L,SDI Group,FTSE_AIM
CFX.L,Colefax Group,FTSE_AIM
REVB.L,Revolution Beauty Group,FTSE_AIM
SMJ.L,J Smart & Co Contractors,FTSE_Fledgling
JEL.L,Jersey Electricity Company Ltd,FTSE_Fledgling
TRD.L,Triad Group,FTSE_Fledgling
SNX.L,Synectics,FTSE_AIM
INAC.L,Marwyn Acquisition Company II Ltd,FTSE_ALL
ANIC.L,Agronomics Ltd,FTSE_AIM
INSE.L,Inspired Energy,FTSE_AIM
HSS.L,HSS Hire Group,FTSE_AIM
ASTO.L,AssetCo,FTSE_AIM
ENSI.L,Ensilica,FTSE_AIM
GOOD.L,Good Energy Group,FTSE_AIM
EAH.L,Eco Animal Health Group,FTSE_AIM
HUM.L,Hummingbird Resources,FTSE_AIM
HGEN.L,Hydrogenone Capital Growth,FTSE_Fledgling
KMK.L,Kromek Group,FTSE_AIM
TENT.L,Triple Point Energy Transition,FTSE_Fledgling
CLX.L,Calnex Solutions,FTSE_AIM
CNR.L,Condor Gold,FTSE_AIM
JNEO.L,Journeo,FTSE_AIM
DCI.L,Dolphin Capital Investors Ltd,FTSE_AIM
CAU.L,Centaur Media,FTSE_Fledgling
WINE.L,Naked Wines,FTSE_AIM
EEE.L,Empire Metals Ltd,FTSE_AIM
MANO.L,Manolete Partners,FTSE_AIM
OFG.L,Octopus Future Generations VCT,FTSE_ALL
CML.L,CML Microsystems,FTSE_AIM
ESO.L,EPE Special Opportunities Ltd,FTSE_AIM
JEMA.L,JEMA,FTSE_Fledgling
PHE.L,Powerhouse Energy Group,FTSE_AIM
KINO.L,Kinovo,FTSE_AIM
JGC.L,Jupiter Green Investment Trust,FTSE_Fledgling
CIC.L,Conygar Investment Company,FTSE_AIM
SKL.L,Skillcast Group,FTSE_AIM
ECO.L,Eco (Atlantic) Oil & Gas Ltd,FTSE_AIM
CTA.L,CT Automotive Group,FTSE_AIM
CLC.L,Calculus VCT,FTSE_ALL
LIKE.L,Likewise Group,FTSE_AIM
VANL.L,Van Elle Holdings,FTSE_AIM
NWOR.L,National World,FTSE_ALL
CMPI.L,Ct Global Managed Portfolio Trust,FTSE_ALL
NCYT.L,Novacyt SA,FTSE_AIM
IKA.L,Ilika,FTSE_AIM
BFSP.L,Blackfinch Spring Vct,FTSE_ALL
ZNWD.L,Zinnwald Lithium,FTSE_AIM
STAF.L,Staffline Group,FTSE_AIM
BRIG.L,Blackrock Income & Growth Investment Trust,FTSE_Fledgling
AGFX.L,Argentex Group,FTSE_AIM
IES.L,Invinity Energy Systems,FTSE_AIM
POLB.L,Poolbeg Pharma,FTSE_AIM
OPG.L,OPG Power Ventures,FTSE_AIM
LINV.L,Lendinvest,FTSE_AIM
TRX.L,Tissue Regenix Group,FTSE_AIM
RE.L,R.E.A. Holdings,FTSE_Fledgling
AWEM.L,Ashoka Whiteoak Emerging Markets Trust,FTSE_Fledgling
GUS.L,Gusbourne,FTSE_AIM
MWE.L,MTI Wireless Edge Ltd,FTSE_AIM
VNET.L,Vianet Group,FTSE_AIM
ROAD.L,Roadside Real Estate,FTSE_AIM
IUG.L,Intelligent Ultrasound Group,FTSE_AIM
AAU.L,Ariana Resources,FTSE_AIM
CUSN.L,Cornish Metals Inc,FTSE_AIM
PCIP.L,PCI-PAL,FTSE_AIM
ATOM.L,Atome Energy,FTSE_AIM
CRTA.L,Cirata,FTSE_AIM
SDV.L,Chelverton UK Dividend Trust,FTSE_Fledgling
CYAN.L,Cyanconnode Holdings,FTSE_AIM
MATD.L,Petro Matad Ltd,FTSE_AIM
AURR.L,Aurrigo International,FTSE_AIM
KEFI.L,Kefi Gold and Copper,FTSE_AIM
FWT.L,Foresight Technology Vct,FTSE_ALL
IOF.L,Iofina,FTSE_AIM
MINI.L,Miton UK Microcap Trust,FTSE_Fledgling
HRN.L,Hornby,FTSE_AIM
BOOM.L,AudioBoom Group,FTSE_AIM
HERC.L,Hercules Site Services,FTSE_AIM
G4M.L,Gear4music (Holdings),FTSE_AIM
NMT.L,Neometals Ltd,FTSE_AIM
MAI.L,Maintel Holdings,FTSE_AIM
CBA.L,Ceiba Investments Ltd,FTSE_ALL
VLE.L,Volvere,FTSE_AIM
CAV.L,Cavendish Financial,FTSE_AIM
STM.L,STM Group,FTSE_AIM
ZIOC.L,Zanaga Iron Ore Co Ltd,FTSE_AIM
GMET.L,Guardian Metal Resources,FTSE_AIM
WPHO.L,Windar Photonics,FTSE_AIM
STX.L,Shield Therapeutics,FTSE_AIM
VARE.L,Various Eateries,FTSE_AIM
GPM.L,Golden Prospect Precious Metals Ltd,FTSE_ALL
ZOO.L,Zoo Digital Group,FTSE_AIM
FIH.L,FIH Group,FTSE_AIM
KBT.L,K3 Business Technology Group,FTSE_AIM
EBQ.L,Ebiquity,FTSE_AIM
PUAL.L,Puma Alpha Vct,FTSE_ALL
PMP.L,Portmeirion Group,FTSE_AIM
SAR.L,Sareum Holdings,FTSE_AIM
NAH.L,NAHL Group Ltd,FTSE_AIM
ANG.L,Angling Direct,FTSE_AIM
TPX.L,TPXimpact Holdings,FTSE_AIM
GATC.L,Gattaca,FTSE_AIM
BBSN.L,Brave Bison Group,FTSE_AIM
BIRD.L,Blackbird,FTSE_AIM
ART.L,The Artisanal Spirits Company,FTSE_AIM
PROC.L,ProCook Group,FTSE_Fledgling
STCM.L,Steppe Cement Ltd,FTSE_AIM
GETB.L,GetBusy,FTSE_AIM
CHSS.L,World Chess,FTSE_ALL
DNE.L,Dunedin Enterprise Investment Trust,FTSE_Fledgling
MOS.L,Mobile Streams,FTSE_AIM
SYS.L,SysGroup,FTSE_AIM
CRPR.L,Cropper (James),FTSE_AIM
EML.L,Emmerson,FTSE_AIM
SOS.L,Sosandar,FTSE_AIM
ONWD.L,Onward Opportunities Ltd,FTSE_AIM
WINK.L,M Winkworth,FTSE_AIM
AREC.L,Arecor Therapeutics,FTSE_AIM
